,volcanic_rock_voucher_10500_d3,djembes_d3,croissants_d3,jams_d3,volcanic_rock_voucher_10000_d3,kelp_d3,volcanic_rock_voucher_9750_d3,picnic_basket1_d3,picnic_basket2_d3,volcanic_rock_voucher_9500_d3,rainforest_resin_d3,volcanic_rock_voucher_10250_d3,squid_ink_d3,volcanic_rock_d3
2316600,56.327586206896555,13512.82142857143,4318.0,6620.0,418.32758620689657,2035.5,663.3275862068965,59328.52564102564,30452.25641025641,913.3275862068965,9999.64406779661,196.32758620689654,1921.9655172413793,10412.5
2316700,55.5,13512.5,4317.5,6620.0,415.5,2035.5,661.5,59325.51219512195,30451.317073170732,910.5,10000.016949152543,194.5,1923.0192307692307,10410.0
2316800,55.5,13512.5,4317.5,6620.0,414.5,2035.4754098360656,661.0,59320.5,30453.684782608696,910.5,10000.0,194.5,1922.4754098360656,10410.137755102041
2316900,56.375,13512.0,4317.5,6620.5,419.375,2035.3728813559321,664.375,59319.5,30456.7,913.375,10000.28125,197.375,1923.3728813559321,10413.5
2317000,55.5,13512.0,4317.0,6621.0,415.5,2035.38,661.0,59321.5,30451.340909090908,910.0,9999.882352941177,194.5,1922.46,10409.5
2317100,55.5,13512.0,4317.0,6621.0,414.5,2035.5409836065573,661.5,59320.5,30451.0,911.5,10000.0,195.5,1922.5409836065573,10410.846153846154
2317200,55.5,13512.0,4316.764957264957,6621.0,414.5,2035.5333333333333,660.0,59317.0,30451.712765957447,909.5,10000.0,193.5,1922.9787234042553,10409.156976744185
2317300,55.0,13512.201923076924,4316.0,6621.0,412.5,2035.5,658.5,59315.0,30444.5,908.5,10000.0,193.0,1923.0,10407.859154929578
2317400,53.5,13512.16037735849,4314.222222222223,6622.0,409.5,2035.483870967742,655.5,59310.5,30438.28125,904.5,10000.0,190.5,1924.483870967742,10404.5
2317500,54.5,13510.5,4313.241071428572,6621.5,409.5,2035.566037735849,656.5,59303.52631578947,30432.697368421053,906.0,10000.0,191.5,1925.566037735849,10405.5
2317600,53.5,13511.0,4313.5,6621.0,407.5,2035.5,653.5,59307.0,30435.5,902.5,10000.0,188.5,1925.5,10402.176315789473
2317700,54.5,13510.82,4314.0,6621.0,412.5,2035.5192307692307,657.0,59310.5,30437.346153846152,906.5,10000.0,191.5,1925.0,10406.115281501341
2317800,53.5,13510.846153846154,4314.203333333333,6621.0,409.5,2035.5,653.5,59311.34848484849,30437.39393939394,902.5,10000.0,188.5,1924.5,10402.5
2317900,53.94444444444444,13507.5,4314.184210526316,6621.0,409.8888888888889,2035.5111111111112,652.9444444444445,59306.254237288136,30436.26582278481,902.9444444444445,10000.0,188.94444444444446,1924.5111111111112,10401.795081967213
2318000,51.5,13506.17808219178,4313.5,6620.0,406.5,2035.5,650.5,59303.0,30434.709677419356,899.5,10000.0,186.5,1923.5,10398.862068965518
2318100,52.5,13505.871212121212,4313.5,6620.5,403.5,2035.5084745762713,650.5,59302.5,30433.314814814814,900.0,10000.0,186.5,1924.0,10399.5
2318200,52.5,13506.0,4313.5,6620.854838709677,406.5,2035.5,651.5,59306.806818181816,30435.602272727272,900.5,10000.0,187.5,1924.5,10400.491228070176
2318300,52.5,13505.5,4313.5,6621.0,406.5,2035.566037735849,653.0,59307.5,30436.5,902.5,10000.0,188.5,1924.566037735849,10401.844117647059
2318400,53.5,13505.803278688525,4313.511627906977,6621.013774104683,407.5,2035.5,653.5,59308.52380952381,30437.285714285714,903.0,10000.0,189.5,1924.5,10402.5
2318500,54.07142857142857,13506.0,4314.0,6620.5,409.5,2035.9649122807018,655.5,59309.53333333333,30440.7,905.5,10000.0,190.5,1923.5438596491229,10404.5
2318600,53.5,13505.805194805194,4314.0,6621.0,409.5,2035.983870967742,655.0333333333333,59309.5,30442.655555555557,904.5,10000.0,190.5,1924.5,10403.842639593908
2318700,53.5,13505.193277310924,4314.0,6621.0,408.5,2035.983870967742,653.5,59306.48684210526,30445.315789473683,903.5,10000.0,189.5,1924.532258064516,10403.132275132275
2318800,53.5,13505.0,4314.0,6620.979166666667,409.5,2035.9661016949153,654.5,59302.17857142857,30445.321428571428,904.0,10000.0,189.5,1924.4745762711864,10403.5
2318900,53.5,13507.0,4314.0,6621.0,409.5,2036.0,653.5,59305.5,30445.0,903.5,10000.0,189.5,1924.0,10403.0
2319000,52.5,13506.5,4314.208633093525,6621.0,409.5,2036.0,652.5,59306.5,30448.347222222223,901.5,10000.0,188.5,1924.0,10401.175324675325
2319100,53.5,13506.805555555555,4314.207729468599,6621.0,410.5,2036.0,655.5,59305.5,30447.0,905.0,10000.12676056338,190.5,1922.0,10404.5
2319200,55.5,13506.5,4314.175925925926,6621.0,415.5,2036.0,658.9473684210526,59303.5,30447.68085106383,908.5,10000.0,193.5,1922.5,10408.5
2319300,56.5,13506.5,4315.5,6621.0,417.5,2035.984126984127,663.5,59311.5,30452.714285714286,912.5,10000.0,196.5,1923.984126984127,10412.133757961783
2319400,57.5,13506.5,4315.5,6620.0,420.5,2036.0,664.5,59306.5,30451.283783783783,914.5,10000.0,197.5,1923.5,10413.853801169591
2319500,56.5,13506.798245614034,4315.5,6620.0,419.5,2036.0454545454545,664.5,59304.5,30453.30487804878,914.5,10000.0,197.5,1924.0,10413.816860465116
2319600,57.5,13506.5,4315.793577981652,6619.993987975952,420.5,2035.9117647058824,666.5,59304.5,30453.5,916.5,10000.0,199.5,1924.9117647058824,10415.833333333334
2319700,56.5,13507.220588235294,4315.509505703422,6620.0,418.5,2036.5,662.5,59305.5,30456.347826086956,911.5,10000.0,195.5,1924.5,10411.5
2319800,55.785714285714285,13507.0,4315.484210526316,6620.0,415.7857142857143,2036.6727272727273,661.7857142857143,59306.5,30455.635135135137,911.7857142857143,10000.107142857143,195.78571428571428,1922.6727272727273,10410.855670103092
2319900,57.5,13506.824074074075,4315.5,6620.0,418.5,2036.5535714285713,665.5,59307.0,30455.72857142857,914.5,10000.0,198.0,1923.5535714285713,10414.5
2320000,57.5,13506.845070422536,4315.247747747748,6619.493638676845,421.5,2035.9130434782608,666.5,59305.22619047619,30455.27380952381,916.5,9999.981132075472,199.5,1922.4565217391305,10416.176315789473
2320100,59.5,13507.0,4315.0,6619.0,426.5,2036.0,672.5,59301.494736842105,30454.673684210527,921.5,10000.0,203.5,1924.5,10421.5
2320200,58.5,13506.5,4315.0,6619.0,421.5,2036.0,668.5,59306.5,30452.682926829268,918.0,9999.981132075472,200.5,1923.5,10417.5
2320300,58.5,13506.2,4316.1682242990655,6619.5,422.5,2035.9782608695652,668.5,59313.5,30458.283783783783,918.5,10000.0,200.5,1925.5,10417.861445783132
2320400,57.5,13506.0,4316.265217391305,6619.0,420.0,2035.9655172413793,666.5,59323.5,30458.5,916.5,10000.0,198.5,1924.5,10415.5
2320500,55.5,13505.810126582279,4316.258928571428,6619.0,414.5,2035.9814814814815,661.5,59325.51162790698,30461.6511627907,910.5,10000.0,194.5,1923.5,10410.144736842105
2320600,54.5,13504.798387096775,4316.196774193549,6619.0,410.5,2035.983606557377,657.5,59327.0,30460.47191011236,906.5,10000.0,191.5,1924.5573770491803,10406.191428571428
2320700,53.5,13503.857142857143,4316.214285714285,6619.5,410.5,2035.5,655.5,59325.5,30459.672413793105,904.5,10000.0,190.5,1923.5,10404.5
2320800,52.5,13503.5,4316.225274725275,6619.5,407.5,2035.5,652.0,59324.5,30457.358974358973,901.5,10000.0,187.5,1923.5,10400.891975308641
2320900,54.5,13503.5,4316.222222222223,6619.0,412.5,2035.4745762711864,658.5,59317.5,30454.293478260868,907.5,10000.0,192.5,1924.4745762711864,10407.5
2321000,53.5,13503.5,4316.5,6619.0,409.5,2035.5333333333333,655.5,59319.0,30455.777777777777,904.5,10000.0,190.5,1924.0222222222221,10404.5
2321100,55.7,13504.0,4316.5,6619.0,414.7,2035.5576923076924,659.7,59319.5,30457.71875,908.7,10000.0,193.7,1924.5576923076924,10408.5
2321200,55.5,13504.0,4316.5,6619.0,416.5,2035.5,661.5,59322.5,30456.29591836735,911.5,10000.0,195.5,1923.5,10410.854700854701
2321300,56.5,13504.141666666666,4316.0,6619.0,418.5,2035.4,664.5,59321.5,30455.264705882353,913.9705882352941,10000.0,197.5,1924.4,10413.5
2321400,56.5,13504.179487179486,4316.197841726619,6619.0,416.5,2035.5,663.5,59317.5,30456.345238095237,912.5,10000.0,196.5,1924.5,10412.5
2321500,56.5,13504.0,4316.5,6619.0,416.5,2035.5,663.5,59316.0,30456.0,912.5,10000.0,196.5,1923.5,10412.149122807017
2321600,55.5,13504.5,4317.0,6619.0,415.5,2035.5,660.5,59315.0,30457.7,910.5,10000.0,194.5,1922.5,10409.829145728643
2321700,54.5,13505.0,4316.80081300813,6619.012594458438,413.5,2035.418181818182,658.5,59315.5,30459.5,908.0,10000.0,192.5,1921.418181818182,10407.5
2321800,54.5,13504.0,4317.0,6619.0,414.5,2035.5,659.5,59312.5,30460.321428571428,908.5,10000.0,193.5,1921.5,10408.50700280112
2321900,54.5,13507.0,4317.0,6619.0,412.5,2035.5,659.5,59309.5,30458.5,908.5,10000.287671232876,192.5,1922.0,10407.84105960265
2322000,56.5,13508.223880597016,4317.0,6618.5,415.5,2035.5084745762713,662.5,59311.5,30459.0,912.0,10000.0,195.5,1922.4915254237287,10411.5
2322100,55.5,13508.0,4316.5,6618.5,415.5,2034.3428571428572,662.5,59308.5,30460.369047619046,911.5,9999.981132075472,195.5,1922.016393442623,10411.129032258064
2322200,55.5,13508.0,4316.5,6618.5,417.5,2035.4727272727273,662.5,59308.5,30460.0,911.5,10000.0,195.5,1922.4727272727273,10411.13387978142
2322300,57.6,13508.0,4316.5,6618.5,421.3,2036.0,668.3,59308.5,30459.714285714286,917.3,10000.0,200.3,1922.0,10417.5
2322400,57.5,13508.5,4316.5,6618.5,421.5,2036.0,667.5,59308.46835443038,30463.620253164558,917.5,10000.0,199.5,1925.5625,10416.833333333334
2322500,57.5,13508.179487179486,4316.0,6618.5,420.5,2036.0,667.5,59303.5,30462.70408163265,916.5,10000.015151515152,199.5,1928.5,10416.5
2322600,58.5,13508.5,4316.0,6618.5,421.5,2036.0,668.5,59302.5,30459.704545454544,918.0,10000.0,200.5,1931.5245901639344,10417.5
2322700,57.5,13508.225,4316.0,6618.216666666666,422.5,2036.0,666.5,59302.5,30456.358974358973,916.5,10000.017543859649,199.5,1932.5,10416.166666666666
2322800,56.416666666666664,13508.0,4316.5,6617.5,418.4166666666667,2036.2941176470588,664.4166666666666,59299.5,30458.265625,914.4166666666666,10000.0,197.41666666666666,1933.9019607843138,10413.805263157894
2322900,56.5,13507.8359375,4315.81884057971,6617.791469194312,417.5,2036.546875,662.5,59290.0,30456.314285714285,912.5,10000.0,195.5,1934.453125,10411.866242038217
2323000,55.5,13508.0,4315.85294117647,6617.5,416.5,2036.5098039215686,662.5,59291.530303030304,30456.5,911.5,9999.866666666667,195.5,1935.5098039215686,10411.5
2323100,55.5,13508.5,4315.0,6617.5,417.5,2036.859649122807,662.5,59289.5,30452.657894736843,911.5,10000.0,195.5,1936.877192982456,10411.5
2323200,54.5,13508.862068965518,4315.0,6617.5,411.5,2036.4727272727273,657.5,59288.5,30448.296296296296,906.5,10000.0,191.5,1936.4727272727273,10406.5
2323300,54.80952380952381,13508.784615384615,4314.184426229508,6616.0,413.8095238095238,2036.448275862069,657.8095238095239,59278.086956521736,30441.618556701033,906.8095238095239,10000.014084507042,191.8095238095238,1936.9655172413793,10406.5
2323400,54.5,13509.5,4314.256302521008,6616.0,411.5,2037.0,657.5,59272.5,30441.678571428572,906.5,10000.0,191.5,1936.5,10406.5
2323500,54.5,13508.5,4313.754464285715,6616.0,413.5,2036.5,658.5,59269.5,30440.5,908.5,10000.0,192.5,1936.5,10407.5
2323600,54.5,13508.5,4314.5,6616.0,411.5,2036.5087719298247,657.5,59269.5,30443.727272727272,907.5,10000.0,191.5,1937.5087719298247,10406.835585585586
2323700,55.5,13508.5,4314.165492957746,6616.0,416.05,2036.4615384615386,659.5,59265.5,30441.5,909.5,9999.676923076922,193.5,1936.4615384615386,10409.19109947644
2323800,56.5,13506.0,4314.0,6616.5,419.5,2037.0,664.5,59265.5,30441.267441860466,913.5,10000.0,196.5,1937.5217391304348,10413.182291666666
2323900,55.5,13506.5,4314.0,6617.0,416.5,2036.9122807017543,662.5,59266.5,30439.323529411766,911.5,10000.0,195.5,1936.9122807017543,10411.5
2324000,55.5,13506.85294117647,4314.0,6617.0,414.5,2037.0,660.5,59267.23809523809,30440.5,910.5,10000.0,194.5,1937.5172413793102,10409.5
2324100,54.5,13507.0,4313.787234042553,6617.0,411.5,2036.8985507246377,657.0454545454545,59263.5,30439.69230769231,906.5,10000.081081081082,191.5,1938.3478260869565,10406.489552238805
2324200,54.333333333333336,13504.170212765957,4314.0,6617.0,410.3333333333333,2036.5,656.3333333333334,59258.5,30440.272727272728,906.3333333333334,10000.0,191.33333333333334,1937.5,10405.81111111111
2324300,54.5,13505.0,4314.0,6616.5,414.5,2036.4150943396226,658.5,59257.5,30440.348484848484,908.5,9999.985507246376,192.5,1936.4150943396226,10407.5
2324400,54.5,13504.230158730159,4313.5,6616.5,411.5,2036.0454545454545,657.5,59255.52222222222,30438.344444444443,906.5,10000.0,191.5,1937.5,10406.119883040936
2324500,54.5,13504.5,4313.5,6616.0,413.5,2036.0204081632653,659.5,59258.51111111111,30438.28888888889,908.5,10000.0,193.5,1938.0,10408.5
2324600,56.8235294117647,13505.5,4313.5,6616.0,417.8235294117647,2036.0377358490566,663.8235294117648,59257.525,30438.35,912.8235294117648,10000.0,196.8235294117647,1938.0377358490566,10412.5
2324700,56.5,13505.147887323943,4313.5,6616.0,416.5,2036.0,663.5,59260.5,30439.671875,913.0,9999.761904761905,196.5,1941.0,10412.5
2324800,55.5,13505.5,4313.239583333333,6616.0,415.5,2035.892857142857,661.5,59255.5,30440.5,911.5,9999.828571428572,195.5,1940.892857142857,10410.830097087379
2324900,56.5,13505.192307692309,4313.141304347826,6616.0,420.5,2036.0,665.5,59257.8679245283,30440.55844155844,915.5,10000.0,197.5,1940.5,10414.870646766169
2325000,55.5,13505.14406779661,4313.240196078431,6616.0,416.5,2035.9574468085107,661.5,59254.5,30438.0,910.5,10000.0,194.5,1940.5106382978724,10410.495956873316
2325100,52.5,13505.805194805194,4313.188741721854,6616.0,408.5,2036.0,654.0,59260.5,30437.652173913044,903.5,10000.0,188.5,1939.5,10402.5
2325200,53.5,13506.0,4313.219230769231,6616.0,410.5,2035.96,655.5,59260.5,30439.341463414636,904.5,10000.0,189.5,1941.48,10404.0
2325300,54.361111111111114,13505.5,4313.196,6616.0,414.3611111111111,2036.5,658.3611111111111,59262.5,30437.314285714285,907.3611111111111,10000.0,192.36111111111111,1940.5,10407.184834123223
2325400,52.351851851851855,13505.5,4313.5,6616.0,407.35185185185185,2036.5,651.3518518518518,59265.5,30436.70731707317,900.3518518518518,10000.142857142857,187.35185185185185,1941.5,10400.5
2325500,52.5,13504.809523809523,4313.5,6616.0,407.5,2036.0333333333333,652.5,59269.5,30438.704545454544,902.0,10000.0,187.5,1943.5,10401.5
2325600,53.5,13504.5,4313.5,6617.0,410.5,2036.04,656.5,59270.5,30441.666666666668,906.0,10000.0,190.5,1942.5,10405.5
2325700,54.5,13503.822916666666,4313.5,6617.510022271715,413.0,2036.0,658.5,59272.5,30444.303571428572,908.5,9999.869565217392,192.5,1942.5,10407.835164835165
2325800,53.5,13504.5,4313.5,6617.0,410.5,2036.0153846153846,656.5,59274.5,30443.722222222223,905.5,10000.0,190.5,1941.0461538461539,10405.131188118812
2325900,54.5,13503.5,4314.215384615384,6617.0,413.5,2036.0,659.5,59275.5,30448.739130434784,908.5,10000.0,192.5,1940.5,10408.202247191011
2326000,55.5,13503.0,4314.0,6617.0,416.5,2036.0338983050847,661.5,59277.5,30446.75,911.0454545454545,10000.0,194.5,1942.4406779661017,10410.5
2326100,55.5,13501.5,4313.839416058394,6617.0,415.5,2036.0,661.5,59271.5,30442.333333333332,910.5,10000.0,194.5,1942.0,10410.510895883777
2326200,53.5,13501.0,4313.529069767442,6616.5,411.5,2036.0,657.5,59272.351851851854,30441.47435897436,906.5,10000.238095238095,191.5,1942.5,10406.174757281553
2326300,53.5,13500.822580645161,4313.5,6616.5,410.5,2036.0,656.5,59267.5,30439.666666666668,905.5,10000.0,190.5,1941.5,10405.174311926605
2326400,53.5,13499.5,4313.4859437751,6616.0,409.5,2036.0,655.5,59264.5,30437.0,905.5,10000.0,190.5,1943.0,10404.5
2326500,54.351851851851855,13500.5,4313.237903225807,6616.5,412.35185185185185,2036.0192307692307,657.3518518518518,59265.80434782609,30436.304347826088,907.3518518518518,10000.0,191.35185185185185,1942.4423076923076,10407.0
2326600,53.76923076923077,13501.196721311475,4313.1776315789475,6616.5,411.7692307692308,2036.5,657.7692307692307,59270.5,30437.5,906.7692307692307,10000.0,191.76923076923077,1943.0,10405.818181818182
2326700,54.5,13500.827586206897,4313.5,6616.5,411.5,2036.5,657.5,59274.21621621621,30438.716216216217,907.5,10000.0,191.5,1943.9827586206898,10406.83908045977
2326800,53.5,13500.5,4313.8448275862065,6616.0,408.5,2036.5,654.5,59280.5,30437.280487804877,903.5,10000.0,189.5,1942.0,10403.5
2326900,51.5,13500.216981132075,4313.5,6616.0,404.5,2036.5757575757575,650.5,59280.5,30439.348484848484,900.5,10000.45,186.5,1941.5757575757575,10399.809405940594
2327000,52.5,13501.0,4314.0,6616.0,408.5,2036.5,653.5,59283.5,30440.5,902.5,10000.105263157895,188.5,1940.5,10402.0
2327100,51.5,13500.236842105263,4313.7555555555555,6616.0,404.5,2036.5,650.5,59277.5,30441.0,899.5,10000.0,186.5,1942.0,10399.5
2327200,51.5,13500.787037037036,4314.0,6616.0,405.5,2036.5,651.0,59277.5,30440.651515151516,900.5,10000.0,186.5,1942.5,10399.80357142857
2327300,52.5,13500.5,4314.0,6617.0,407.5,2036.5,653.5,59278.5,30441.765625,902.0,10000.0,187.5,1943.5,10401.79479768786
2327400,52.5,13500.5,4314.145669291339,6616.504608294931,407.5,2036.5,653.0,59275.5,30444.76388888889,901.5,10000.0,187.5,1943.9666666666667,10401.5
2327500,52.5,13500.0,4314.147887323944,6616.5,407.5,2036.9130434782608,653.5,59272.5,30444.714285714286,902.5,10000.0,188.5,1944.7391304347825,10402.5
2327600,52.5,13500.822916666666,4314.0,6617.0,408.5,2036.5,653.5,59275.5,30444.706896551725,902.5,10000.0,188.5,1943.5,10402.5
2327700,50.5,13500.181818181818,4314.186915887851,6617.0,401.5,2035.857142857143,647.5,59275.44117647059,30446.29411764706,896.5,10000.0,183.5,1942.2857142857142,10396.204787234043
2327800,50.5,13498.5,4314.0,6617.0,401.5,2035.9787234042553,646.5,59275.5,30443.5,896.5,10000.0,183.5,1941.0444444444445,10395.844907407407
2327900,50.5,13498.0,4314.0,6616.5,404.5,2036.0227272727273,648.5,59273.5,30447.0,897.5,9999.852459016394,184.5,1941.5,10397.5
2328000,49.5,13498.0,4314.198717948718,6616.0,397.5,2036.5,643.5,59272.49333333333,30448.746666666666,892.5,10000.0,180.5,1941.5,10392.5
2328100,48.319148936170215,13497.797101449276,4314.259259259259,6615.5,396.3191489361702,2036.5,640.3191489361702,59263.49180327869,30447.6404494382,889.3191489361702,10000.0,178.31914893617022,1942.0,10389.136942675159
2328200,48.5,13498.0,4314.152,6616.0,395.5,2036.0,640.5,59266.5,30449.267441860466,890.0,10000.0,178.5,1941.5,10389.5
2328300,48.282051282051285,13498.2,4314.233082706767,6616.0,396.28205128205127,2035.9148936170213,641.2820512820513,59269.514285714286,30451.342857142856,890.2820512820513,10000.107142857143,178.28205128205127,1941.4468085106382,10390.0
2328400,47.5,13498.5,4314.5,6616.0,393.5,2036.0212765957447,638.5,59271.5,30452.68085106383,887.5,9999.90625,177.5,1943.5106382978724,10387.5
2328500,48.5,13498.5,4314.172661870503,6616.0,394.5,2036.0,640.0,59272.0,30452.287234042553,889.5,9999.862068965518,178.5,1944.5081967213114,10388.884020618556
2328600,49.5,13498.550561797752,4314.5,6616.0,400.0,2036.0,644.5,59276.5,30451.5,893.5,10000.018181818183,181.5,1945.5,10393.5
2328700,49.5,13499.0,4314.5,6615.5,399.5,2036.0,644.0,59277.5,30452.75,893.5,10000.0,181.5,1945.0,10392.5
2328800,50.5,13498.5,4314.2,6616.0,402.5,2035.8846153846155,647.5,59278.48648648649,30450.743243243243,897.0,9999.898305084746,183.5,1945.4423076923076,10396.5
2328900,49.89473684210526,13498.5,4314.516,6615.5,399.89473684210526,2035.5,644.8947368421053,59276.5,30452.28205128205,894.8947368421053,10000.0,181.89473684210526,1947.5,10393.778067885118
2329000,49.5,13498.5,4314.5,6615.5,399.5,2035.9545454545455,644.5,59275.52272727273,30453.0,893.5,10000.0,181.5,1948.0454545454545,10393.5
2329100,49.5,13498.0,4314.5,6615.5,398.5,2035.9782608695652,643.5,59270.5,30452.671875,893.5,10000.015873015873,181.5,1949.0,10392.79941860465
2329200,50.5,13498.0,4314.5,6615.507177033493,403.5,2035.4262295081967,647.5,59268.5,30454.628205128207,896.5,9999.915492957747,183.5,1948.4262295081967,10396.5
2329300,50.388888888888886,13498.857142857143,4314.209677419355,6616.0,403.3888888888889,2035.4727272727273,647.3888888888889,59271.5,30455.743902439026,897.3888888888889,10000.0,184.38888888888889,1948.4727272727273,10396.83
2329400,49.5,13500.0,4314.185810810811,6615.5,400.5,2036.0,645.5,59270.5,30455.722222222223,894.5,10000.0,182.5,1949.5,10394.0
2329500,48.5,13501.0,4314.0,6615.5,397.5,2036.0,641.5,59273.5,30454.283333333333,891.5,10000.0,179.5,1949.0,10390.80421686747
2329600,47.5,13500.5,4314.177777777778,6615.0,393.5,2035.3239436619717,638.5,59272.5,30453.29069767442,887.5,10000.0,176.5,1950.3239436619717,10387.0
2329700,48.5,13500.845588235294,4314.0,6615.0,396.5,2035.9827586206898,641.5,59276.5,30453.73076923077,891.5,10000.0,179.5,1948.482142857143,10390.863961813842
2329800,47.5,13500.5,4314.0,6615.0,393.5,2036.3728813559321,638.5,59278.47222222222,30454.5,888.5,10000.0,177.5,1947.3728813559321,10387.487373737375
2329900,47.5,13500.0,4314.0,6615.0,393.5,2036.0384615384614,638.5,59277.5,30452.74193548387,887.5,10000.12676056338,177.0,1945.5,10387.17302052786
2330000,47.5,13499.868852459016,4314.0,6615.0,393.5,2036.0,638.0,59281.5,30452.777777777777,887.5,10000.0,176.5,1944.0,10386.860655737704
2330100,47.5,13501.5,4314.5,6615.0,394.5,2036.5,637.95,59289.5,30457.267441860466,886.95,10000.0,176.5,1944.0384615384614,10386.5
2330200,47.5,13501.0,4314.759259259259,6615.0,392.5,2036.5087719298247,637.5,59292.5,30456.274193548386,886.5,10000.0,176.5,1944.5087719298247,10386.174311926605
2330300,46.5,13501.5,4315.224409448819,6615.0,388.5,2036.0,634.5,59294.5,30455.0,883.5,10000.0,173.5,1944.0,10382.5
2330400,43.5,13501.238095238095,4315.0,6615.0,381.5,2036.5633802816901,625.5,59292.0,30455.5,875.5,10000.0,167.5,1942.5633802816901,10374.835714285715
2330500,43.5,13500.82456140351,4315.5,6615.0,379.5,2036.0208333333333,623.5,59297.48648648649,30456.716216216217,873.5,10000.0,166.5,1944.5,10372.87125748503
2330600,42.5,13500.807692307691,4315.2137096774195,6616.0,376.5,2036.418181818182,621.5,59300.5,30455.725,870.5,10000.0,164.5,1944.909090909091,10369.816384180791
2330700,44.916666666666664,13501.5,4315.185185185185,6615.974226804124,382.9166666666667,2036.3478260869565,626.9166666666666,59301.5,30459.63157894737,875.9166666666666,10000.0,168.91666666666666,1944.3478260869565,10375.5
2330800,45.5,13501.0,4315.5,6616.0,385.5,2036.037037037037,630.0,59295.5,30460.74358974359,879.5,10000.0,170.5,1944.5,10378.5068119891
2330900,44.5,13501.8203125,4315.246212121212,6617.0,384.5,2036.3921568627452,628.5,59295.51219512195,30458.29268292683,877.9722222222222,10000.107142857143,169.5,1945.3921568627452,10377.5
2331000,46.3859649122807,13502.0,4315.0,6616.495145631068,390.3859649122807,2036.4561403508771,633.0,59296.520833333336,30458.291666666668,882.3859649122807,10000.174603174602,173.3859649122807,1944.877192982456,10382.5
2331100,47.5,13501.0,4315.0,6616.5,392.5,2036.2941176470588,637.0,59297.0,30458.708333333332,886.5,9999.4375,176.5,1946.862745098039,10385.86231884058
2331200,47.5,13500.785714285714,4314.766423357664,6616.5,392.5,2036.5,637.5,59299.52127659575,30461.308510638297,887.0,10000.0,176.5,1947.5,10386.5
2331300,46.5,13501.0,4315.0,6616.5,388.5,2036.0,634.0,59299.5,30460.272727272728,883.5,10000.0,173.5,1947.5,10382.811046511628
2331400,45.5,13501.0,4314.801369863014,6617.0,386.5,2036.0238095238096,632.5,59298.5,30462.28947368421,881.5,10000.0,172.5,1947.5,10381.164556962025
2331500,47.36363636363637,13501.153846153846,4315.0,6617.0,390.3636363636364,2036.0416666666667,636.3636363636364,59299.73333333333,30464.21052631579,885.3636363636364,10000.0,175.36363636363637,1945.0,10385.5
2331600,47.5,13500.83695652174,4315.0,6617.0,393.5,2036.037037037037,637.5,59301.236363636366,30464.214285714286,887.5,10000.0,176.5,1944.5,10386.882352941177
2331700,47.5,13499.877049180328,4314.958333333333,6616.984674329502,391.0,2036.0408163265306,636.5,59301.5,30463.0,885.5,9999.70588235294,175.5,1945.5102040816328,10385.493472584856
2331800,48.5,13501.0,4314.760683760684,6617.0,394.5,2036.037037037037,640.0,59300.5,30465.666666666668,888.5,10000.0,177.5,1941.5185185185185,10388.5
2331900,48.666666666666664,13500.5,4315.0,6616.5,396.6666666666667,2036.5,641.6666666666666,59298.5,30464.63888888889,891.6666666666666,10000.105263157895,179.66666666666666,1942.5,10390.817460317461
2332000,49.5,13500.776119402984,4315.5,6617.0,398.5,2036.0185185185185,644.0,59299.5,30466.316326530614,893.5,10000.0,181.5,1941.5,10393.162679425837
2332100,50.5,13500.15625,4315.487603305785,6616.493975903614,404.5,2036.5,649.5,59298.48648648649,30465.486486486487,898.5,10000.0,184.5,1941.5,10397.790229885057
2332200,51.5,13500.5,4316.0,6617.0,405.5,2035.9807692307693,651.5,59294.5,30468.267441860466,900.5,10000.0,186.5,1940.576923076923,10400.177177177176
2332300,52.5,13500.2,4315.7871621621625,6616.512552301255,406.5,2035.9,652.5,59294.0,30466.32608695652,901.5,10000.0,187.5,1941.35,10401.5
2332400,50.5,13500.5,4315.492907801418,6617.0,401.5,2035.8666666666666,647.5,59293.5,30463.0,896.5,10000.0,183.5,1939.8666666666666,10396.5
2332500,50.5,13501.0,4315.5,6617.0,402.5,2035.88,646.5,59299.5,30466.641025641027,896.5,10000.0,183.5,1939.32,10395.815789473685
2332600,49.5,13501.0,4316.0,6617.0,398.5,2035.8857142857144,644.0,59299.794117647056,30467.5,893.5,10000.0,181.5,1939.0285714285715,10393.024390243903
2332700,51.5,13501.0,4316.215596330275,6617.0,403.5,2035.9310344827586,649.5,59300.5,30471.0,898.5,10000.0,185.5,1939.0,10398.489010989011
2332800,51.5,13500.214285714286,4316.0,6616.5,406.5,2035.8387096774193,651.5,59300.52380952381,30468.285714285714,900.5,10000.169811320755,186.5,1939.3064516129032,10400.194300518135
2332900,52.5,13500.5,4315.51376146789,6617.0,408.5,2036.0,652.5,59298.8,30463.17142857143,901.5,10000.0,187.5,1939.9761904761904,10401.5
2333000,53.5,13499.8125,4315.5,6616.510440835267,411.5,2035.9056603773586,655.5,59299.5,30460.7,904.5,9999.86301369863,189.5,1939.9056603773586,10404.5
2333100,52.5,13500.5,4315.5,6617.0,407.5,2035.920634920635,652.5,59307.5,30462.714285714286,902.0,10000.0,187.5,1938.3809523809523,10401.5
